revol_util,grade,sub_grade
50.20%,A,A4
50.20%,A,A5
50.20%,A,A5
50.20%,B,B1
50.20%,B,B2
50.20%,B,B2
50.20%,B,B3
50.20%,B,B4
50.20%,B,B4
50.20%,B,B4
50.20%,B,B5
50.20%,B,B5
50.20%,B,B5
50.20%,B,B5
50.20%,B,B5
50.20%,B,B5
50.20%,C,C1
50.20%,C,C1
50.20%,C,C1
50.20%,C,C1
50.20%,C,C1
50.20%,C,C2
50.20%,C,C2
50.20%,C,C2
50.20%,C,C3
50.20%,C,C3
50.20%,C,C4
50.20%,C,C5
50.20%,C,C5
50.20%,D,D2
50.20%,D,D4
50.20%,E,E1
50.20%,F,F2
50.20%,F,F2
50.20%,G,G1
50.30%,A,A4
50.30%,A,A4
50.30%,A,A5
50.30%,A,A5
50.30%,A,A5
50.30%,A,A5
50.30%,B,B1
50.30%,B,B1
50.30%,B,B1
50.30%,B,B2
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B3
50.30%,B,B4
50.30%,B,B4
50.30%,B,B5
50.30%,B,B5
50.30%,C,C1
50.30%,C,C1
50.30%,C,C2
50.30%,C,C2
50.30%,C,C2
50.30%,C,C3
50.30%,C,C3
50.30%,D,D1
50.30%,D,D2
50.30%,D,D2
50.30%,D,D3
50.30%,D,D3
50.30%,D,D3
50.30%,D,D3
50.30%,D,D4
50.30%,D,D5
50.30%,D,D5
50.30%,E,E1
50.30%,F,F4
50.40%,A,A3
50.40%,A,A3
50.40%,A,A3
50.40%,A,A4
50.40%,A,A4
50.40%,A,A4
50.40%,A,A4
50.40%,A,A5
50.40%,A,A5
50.40%,A,A5
50.40%,A,A5
50.40%,A,A5
50.40%,B,B1
50.40%,B,B1
50.40%,B,B1
50.40%,B,B2
50.40%,B,B2
50.40%,B,B3
50.40%,B,B3
50.40%,B,B3
50.40%,B,B3
50.40%,B,B3
50.40%,B,B3
50.40%,B,B4
50.40%,B,B4
50.40%,B,B4
50.40%,B,B4
50.40%,B,B5
50.40%,B,B5
50.40%,C,C1
50.40%,C,C1
50.40%,C,C1
50.40%,C,C1
50.40%,C,C2
50.40%,C,C3
50.40%,C,C4
50.40%,C,C5
50.40%,C,C5
50.40%,D,D2
50.40%,D,D3
50.40%,D,D4
50.40%,D,D4
50.40%,D,D5
50.40%,D,D5
50.40%,E,E1
50.40%,E,E4
50.40%,F,F1
50.50%,A,A3
50.50%,A,A4
50.50%,A,A4
50.50%,A,A4
50.50%,A,A4
50.50%,A,A4
50.50%,A,A5
50.50%,B,B1
50.50%,B,B1
50.50%,B,B2
50.50%,B,B2
50.50%,B,B2
50.50%,B,B2
50.50%,B,B2
50.50%,B,B2
50.50%,B,B3
50.50%,B,B3
50.50%,B,B3
50.50%,B,B4
50.50%,B,B4
50.50%,B,B4
50.50%,B,B5
50.50%,C,C1
50.50%,C,C1
50.50%,C,C1
50.50%,C,C1
50.50%,C,C2
50.50%,C,C2
50.50%,C,C2
50.50%,C,C2
50.50%,C,C2
50.50%,C,C3
50.50%,C,C4
50.50%,D,D2
50.50%,D,D3
50.50%,E,E1
50.50%,E,E3
50.50%,F,F2
50.60%,A,A1
50.60%,A,A4
50.60%,A,A4
50.60%,A,A4
50.60%,A,A4
50.60%,A,A4
50.60%,A,A5
50.60%,A,A5
50.60%,A,A5
50.60%,A,A5
50.60%,A,A5
50.60%,A,A5
50.60%,B,B1
50.60%,B,B1
50.60%,B,B2
50.60%,B,B2
50.60%,B,B3
50.60%,B,B3
50.60%,B,B3
50.60%,B,B3
50.60%,B,B3
50.60%,B,B4
50.60%,B,B4
50.60%,B,B4
50.60%,B,B5
50.60%,B,B5
50.60%,B,B5
50.60%,C,C1
50.60%,C,C1
50.60%,C,C2
50.60%,C,C2
50.60%,C,C2
50.60%,C,C2
50.60%,C,C3
50.60%,C,C3
50.60%,C,C3
50.60%,C,C4
50.60%,C,C5
50.60%,D,D1
50.60%,D,D2
50.60%,D,D4
50.60%,E,E1
50.60%,E,E3
50.60%,E,E3
50.70%,A,A2
50.70%,A,A3
50.70%,A,A4
50.70%,B,B1
50.70%,B,B1
50.70%,B,B2
50.70%,B,B3
50.70%,B,B3
50.70%,B,B3
50.70%,B,B3
50.70%,B,B4
50.70%,B,B4
50.70%,B,B5
50.70%,B,B5
50.70%,B,B5
50.70%,B,B5
50.70%,B,B5
50.70%,B,B5
50.70%,C,C1
50.70%,C,C1
50.70%,C,C2
50.70%,C,C2
50.70%,C,C3
50.70%,C,C3
50.70%,C,C4
50.70%,C,C4
50.70%,C,C4
50.70%,C,C5
50.70%,C,C5
50.70%,D,D2
50.70%,D,D2
50.70%,D,D3
50.70%,D,D4
50.70%,D,D4
50.70%,D,D4
50.70%,D,D5
50.70%,D,D5
50.70%,E,E3
50.70%,G,G3
50.80%,A,A2
50.80%,A,A4
50.80%,A,A5
50.80%,B,B1
50.80%,B,B1
50.80%,B,B2
50.80%,B,B2
50.80%,B,B2
50.80%,B,B3
50.80%,B,B3
50.80%,B,B3
50.80%,B,B3
50.80%,B,B3
50.80%,B,B4
50.80%,B,B5
50.80%,B,B5
50.80%,B,B5
50.80%,B,B5
50.80%,B,B5
50.80%,B,B5
50.80%,C,C2
50.80%,C,C3
50.80%,C,C3
50.80%,C,C5
50.80%,C,C5
50.80%,C,C5
50.80%,D,D1
50.80%,D,D2
50.80%,D,D4
50.80%,D,D5
50.80%,D,D5
50.90%,A,A3
50.90%,A,A4
50.90%,A,A4
50.90%,A,A5
50.90%,A,A5
50.90%,A,A5
50.90%,A,A5
50.90%,B,B1
50.90%,B,B1
50.90%,B,B1
50.90%,B,B2
50.90%,B,B2
50.90%,B,B3
50.90%,B,B3
50.90%,B,B3
50.90%,B,B3
50.90%,B,B3
50.90%,B,B4
50.90%,B,B4
50.90%,B,B4
50.90%,B,B5
50.90%,B,B5
50.90%,B,B5
50.90%,C,C1
50.90%,C,C2
50.90%,C,C2
50.90%,C,C2
50.90%,C,C3
50.90%,C,C3
50.90%,C,C4
50.90%,C,C5
50.90%,C,C5
50.90%,C,C5
50.90%,C,C5
50.90%,D,D2
50.90%,D,D5
50.90%,D,D5
50.90%,E,E1
50.90%,E,E3
50.90%,F,F1
51%,A,A1
51%,A,A2
51%,A,A3
51%,A,A4
51%,A,A4
51%,A,A4
51%,A,A5
51%,A,A5
51%,A,A5
51%,A,A5
51%,A,A5
51%,A,A5
51%,B,B1
51%,B,B1
51%,B,B1
51%,B,B1
51%,B,B2
51%,B,B3
51%,B,B3
51%,B,B3
51%,B,B3
51%,B,B3
51%,B,B4
51%,B,B4
51%,B,B5
51%,B,B5
51%,C,C1
51%,C,C3
51%,C,C3
51%,C,C3
51%,C,C4
51%,C,C4
51%,C,C5
51%,D,D3
51%,D,D4
51%,D,D4
51%,D,D4
51%,E,E4
51.10%,A,A1
51.10%,A,A3
51.10%,A,A3
51.10%,A,A4
51.10%,A,A4
51.10%,A,A4
51.10%,A,A4
51.10%,A,A4
51.10%,A,A5
51.10%,A,A5
51.10%,A,A5
51.10%,A,A5
51.10%,B,B1
51.10%,B,B1
51.10%,B,B2
51.10%,B,B2
51.10%,B,B2
51.10%,B,B2
51.10%,B,B2
51.10%,B,B2
51.10%,B,B2
51.10%,B,B3
51.10%,B,B3
51.10%,B,B3
51.10%,B,B3
51.10%,B,B3
51.10%,B,B4
51.10%,B,B4
51.10%,C,C1
51.10%,C,C1
51.10%,C,C1
51.10%,C,C1
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C2
51.10%,C,C3
51.10%,C,C3
51.10%,C,C4
51.10%,C,C4
51.10%,C,C5
51.10%,C,C5
51.10%,D,D2
51.10%,D,D2
51.10%,D,D3
51.10%,D,D5
51.10%,E,E1
51.10%,E,E2
51.10%,E,E2
51.10%,F,F4
51.20%,A,A2
51.20%,A,A4
51.20%,A,A4
51.20%,A,A4
51.20%,A,A4
51.20%,A,A4
51.20%,A,A5
51.20%,B,B1
51.20%,B,B2
51.20%,B,B2
51.20%,B,B2
51.20%,B,B2
51.20%,B,B2
51.20%,B,B2
51.20%,B,B3
51.20%,B,B3
51.20%,B,B3
51.20%,B,B3
51.20%,B,B3
51.20%,B,B4
51.20%,B,B4
51.20%,B,B5
51.20%,B,B5
51.20%,B,B5
51.20%,B,B5
51.20%,B,B5
51.20%,B,B5
51.20%,C,C1
51.20%,C,C1
51.20%,C,C1
51.20%,C,C1
51.20%,C,C2
51.20%,C,C2
51.20%,C,C4
51.20%,C,C5
51.20%,C,C5
51.20%,D,D2
51.20%,D,D2
51.20%,D,D2
51.20%,D,D3
51.20%,D,D5
51.20%,E,E1
51.20%,E,E5
51.30%,A,A2
51.30%,A,A3
51.30%,A,A4
51.30%,A,A4
51.30%,A,A4
51.30%,A,A5
51.30%,B,B1
51.30%,B,B1
51.30%,B,B1
51.30%,B,B2
51.30%,B,B3
51.30%,B,B3
51.30%,B,B3
51.30%,B,B4
51.30%,B,B4
51.30%,B,B4
51.30%,B,B4
51.30%,B,B4
51.30%,B,B4
51.30%,B,B5
51.30%,C,C2
51.30%,C,C2
51.30%,C,C3
51.30%,C,C4
51.30%,D,D2
51.30%,D,D2
51.30%,D,D2
51.30%,D,D3
51.30%,D,D3
51.30%,D,D3
51.30%,E,E1
51.30%,E,E2
51.30%,E,E4
51.30%,F,F3
51.30%,G,G1
51.30%,G,G1
51.40%,A,A2
51.40%,A,A3
51.40%,A,A4
51.40%,A,A4
51.40%,A,A5
51.40%,A,A5
51.40%,A,A5
51.40%,A,A5
51.40%,A,A5
51.40%,A,A5
51.40%,A,A5
51.40%,B,B1
51.40%,B,B2
51.40%,B,B2
51.40%,B,B2
51.40%,B,B2
51.40%,B,B2
51.40%,B,B2
51.40%,B,B3
51.40%,B,B3
51.40%,B,B3
51.40%,B,B4
51.40%,B,B4
51.40%,B,B4
51.40%,B,B4
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,B,B5
51.40%,C,C4
51.40%,C,C4
51.40%,C,C4
51.40%,D,D1
51.40%,D,D1
51.40%,D,D2
51.40%,D,D2
51.40%,E,E1
51.40%,E,E1
51.40%,E,E1
51.40%,E,E4
51.40%,F,F1
51.40%,F,F5
51.40%,G,G4
51.50%,A,A1
51.50%,A,A2
51.50%,A,A3
51.50%,A,A4
51.50%,A,A4
51.50%,A,A5
51.50%,A,A5
51.50%,B,B1
51.50%,B,B1
51.50%,B,B2
51.50%,B,B2
51.50%,B,B2
51.50%,B,B2
51.50%,B,B3
51.50%,B,B3
51.50%,B,B3
51.50%,B,B3
51.50%,B,B4
51.50%,B,B4
51.50%,B,B4
51.50%,B,B4
51.50%,B,B5
51.50%,B,B5
51.50%,B,B5
51.50%,B,B5
51.50%,B,B5
51.50%,B,B5
51.50%,C,C1
51.50%,C,C2
51.50%,C,C2
51.50%,C,C2
51.50%,C,C3
51.50%,C,C3
51.50%,C,C4
51.50%,C,C4
51.50%,C,C4
51.50%,C,C5
51.50%,C,C5
51.50%,D,D1
51.50%,D,D1
51.50%,D,D2
51.50%,D,D2
51.50%,D,D2
51.50%,D,D3
51.50%,D,D3
51.50%,D,D4
51.50%,D,D4
51.50%,D,D5
51.50%,D,D5
51.50%,E,E1
51.50%,E,E2
51.50%,F,F2
51.60%,A,A3
51.60%,A,A3
51.60%,A,A4
51.60%,A,A5
51.60%,A,A5
51.60%,A,A5
51.60%,A,A5
51.60%,A,A5
51.60%,B,B1
51.60%,B,B1
51.60%,B,B1
51.60%,B,B1
51.60%,B,B1
51.60%,B,B1
51.60%,B,B2
51.60%,B,B2
51.60%,B,B2
51.60%,B,B3
51.60%,B,B3
51.60%,B,B3
51.60%,B,B4
51.60%,B,B4
51.60%,B,B4
51.60%,B,B4
51.60%,B,B4
51.60%,B,B4
51.60%,B,B5
51.60%,B,B5
51.60%,B,B5
51.60%,B,B5
51.60%,C,C1
51.60%,C,C1
51.60%,C,C1
51.60%,C,C1
51.60%,C,C2
51.60%,C,C2
51.60%,C,C2
51.60%,C,C3
51.60%,C,C4
51.60%,C,C5
51.60%,C,C5
51.60%,D,D1
51.60%,D,D1
51.60%,D,D2
51.60%,D,D3
51.60%,D,D5
51.60%,E,E1
51.60%,E,E2
51.60%,E,E3
51.60%,E,E3
51.60%,E,E5
51.60%,F,F2
51.60%,F,F3
51.60%,G,G5
51.70%,A,A3
51.70%,A,A3
51.70%,A,A3
51.70%,A,A4
51.70%,A,A4
51.70%,A,A4
51.70%,A,A4
51.70%,A,A5
51.70%,A,A5
51.70%,B,B1
51.70%,B,B2
51.70%,B,B2
51.70%,B,B2
51.70%,B,B3
51.70%,B,B4
51.70%,B,B4
51.70%,B,B5
51.70%,B,B5
51.70%,C,C1
51.70%,C,C1
51.70%,C,C1
51.70%,C,C2
51.70%,C,C2
51.70%,C,C2
51.70%,C,C2
51.70%,C,C3
51.70%,C,C5
51.70%,C,C5
51.70%,C,C5
51.70%,D,D1
51.70%,D,D3
51.70%,D,D3
51.70%,D,D4
51.70%,D,D4
51.70%,D,D5
51.70%,E,E4
51.70%,E,E5
51.70%,F,F4
51.80%,A,A1
51.80%,A,A2
51.80%,A,A3
51.80%,A,A4
51.80%,A,A4
51.80%,A,A4
51.80%,A,A4
51.80%,A,A4
51.80%,A,A4
51.80%,A,A5
51.80%,A,A5
51.80%,A,A5
51.80%,B,B1
51.80%,B,B1
51.80%,B,B1
51.80%,B,B1
51.80%,B,B2
51.80%,B,B2
51.80%,B,B2
51.80%,B,B3
51.80%,B,B4
51.80%,B,B4
51.80%,B,B4
51.80%,B,B4
51.80%,B,B5
51.80%,B,B5
51.80%,B,B5
51.80%,C,C1
51.80%,C,C1
51.80%,C,C2
51.80%,C,C2
51.80%,C,C5
51.80%,C,C5
51.80%,C,C5
51.80%,D,D1
51.80%,D,D3
51.80%,D,D3
51.80%,D,D4
51.80%,D,D5
51.80%,D,D5
51.80%,E,E3
51.80%,E,E3
51.80%,E,E4
51.80%,E,E5
51.80%,G,G4
51.90%,A,A1
51.90%,A,A2
51.90%,A,A3
51.90%,A,A4
51.90%,A,A5
51.90%,B,B1
51.90%,B,B1
51.90%,B,B1
51.90%,B,B2
51.90%,B,B3
51.90%,B,B3
51.90%,B,B3
51.90%,B,B3
51.90%,B,B3
51.90%,B,B4
51.90%,B,B4
51.90%,B,B4
51.90%,B,B5
51.90%,B,B5
51.90%,B,B5
51.90%,B,B5
51.90%,B,B5
51.90%,C,C1
51.90%,C,C1
51.90%,C,C1
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C2
51.90%,C,C3
51.90%,C,C3
51.90%,C,C4
51.90%,C,C5
51.90%,D,D1
51.90%,D,D3
51.90%,D,D3
51.90%,E,E2
51.90%,E,E2
51.90%,E,E5
51.90%,F,F2
51.90%,F,F4
52%,A,A1
52%,A,A3
52%,A,A3
52%,A,A5
52%,A,A5
52%,B,B1
52%,B,B1
52%,B,B1
52%,B,B2
52%,B,B2
52%,B,B3
52%,B,B3
52%,B,B4
52%,B,B4
52%,B,B5
52%,B,B5
52%,B,B5
52%,B,B5
52%,B,B5
52%,C,C1
52%,C,C1
52%,C,C1
52%,C,C2
52%,C,C2
52%,C,C3
52%,C,C3
52%,C,C4
52%,C,C4
52%,C,C4
52%,C,C4
52%,C,C5
52%,D,D1
52%,D,D1
52%,D,D2
52%,D,D2
52%,D,D2
52%,D,D2
52%,D,D5
52%,E,E1
52%,E,E1
52%,E,E1
52%,E,E1
52%,E,E2
52%,E,E2
52%,E,E4
52.10%,A,A1
52.10%,A,A2
52.10%,A,A3
52.10%,A,A4
52.10%,A,A4
52.10%,A,A5
52.10%,A,A5
52.10%,B,B1
52.10%,B,B1
52.10%,B,B1
52.10%,B,B3
52.10%,B,B3
52.10%,B,B3
52.10%,B,B3
52.10%,B,B3
52.10%,B,B4
52.10%,B,B4
52.10%,B,B4
52.10%,B,B4
52.10%,B,B4
52.10%,B,B5
52.10%,B,B5
52.10%,C,C1
52.10%,C,C2
52.10%,C,C2
52.10%,C,C3
52.10%,C,C5
52.10%,D,D3
52.10%,D,D4
52.10%,D,D5
52.10%,D,D5
52.10%,E,E3
52.10%,E,E5
52.10%,E,E5
52.10%,G,G5
52.20%,A,A4
52.20%,A,A4
52.20%,A,A5
52.20%,A,A5
52.20%,B,B1
52.20%,B,B1
52.20%,B,B1
52.20%,B,B3
52.20%,B,B3
52.20%,B,B4
52.20%,B,B4
52.20%,B,B4
52.20%,B,B5
52.20%,B,B5
52.20%,B,B5
52.20%,B,B5
52.20%,B,B5
52.20%,B,B5
52.20%,C,C1
52.20%,C,C1
52.20%,C,C1
52.20%,C,C1
52.20%,C,C2
52.20%,C,C2
52.20%,C,C2
52.20%,C,C3
52.20%,C,C3
52.20%,C,C5
52.20%,C,C5
52.20%,D,D1
52.20%,D,D1
52.20%,D,D1
52.20%,D,D1
52.20%,D,D3
52.20%,D,D3
52.20%,D,D3
52.20%,D,D3
52.20%,D,D5
52.20%,D,D5
52.20%,E,E4
52.20%,E,E5
52.30%,A,A2
52.30%,A,A2
52.30%,A,A3
52.30%,A,A4
52.30%,A,A4
52.30%,A,A4
52.30%,A,A4
52.30%,A,A5
52.30%,A,A5
52.30%,A,A5
52.30%,A,A5
52.30%,B,B1
52.30%,B,B1
52.30%,B,B2
52.30%,B,B2
52.30%,B,B3
52.30%,B,B3
52.30%,B,B4
52.30%,B,B4
52.30%,B,B4
52.30%,B,B4
52.30%,B,B4
52.30%,B,B5
52.30%,B,B5
52.30%,B,B5
52.30%,B,B5
52.30%,B,B5
52.30%,C,C1
52.30%,C,C1
52.30%,C,C1
52.30%,C,C1
52.30%,C,C1
52.30%,C,C2
52.30%,C,C2
52.30%,C,C2
52.30%,C,C4
52.30%,C,C5
52.30%,C,C5
52.30%,D,D1
52.30%,D,D1
52.30%,D,D4
52.30%,D,D5
52.30%,D,D5
52.30%,E,E1
52.30%,E,E3
52.30%,E,E3
52.30%,E,E3
52.30%,E,E4
52.30%,E,E4
52.30%,E,E4
52.40%,A,A2
52.40%,A,A4
52.40%,A,A4
52.40%,A,A4
52.40%,A,A4
52.40%,A,A4
52.40%,A,A5
52.40%,A,A5
52.40%,B,B1
52.40%,B,B1
52.40%,B,B1
52.40%,B,B1
52.40%,B,B2
52.40%,B,B2
52.40%,B,B2
52.40%,B,B3
52.40%,B,B3
52.40%,B,B3
52.40%,B,B3
52.40%,B,B3
52.40%,B,B4
52.40%,B,B4
52.40%,B,B4
52.40%,B,B5
52.40%,B,B5
52.40%,B,B5
52.40%,B,B5
52.40%,B,B5
52.40%,B,B5
52.40%,C,C1
52.40%,C,C1
52.40%,C,C2
52.40%,C,C3
52.40%,C,C5
52.40%,C,C5
52.40%,C,C5
52.40%,D,D1
52.40%,D,D1
52.40%,D,D2
52.40%,D,D2
52.40%,D,D2
52.40%,D,D3
52.40%,D,D3
52.40%,D,D3
52.40%,D,D3
52.40%,D,D4
52.40%,D,D4
52.40%,E,E2
52.40%,E,E3
52.40%,E,E5
52.50%,A,A3
52.50%,A,A3
52.50%,A,A4
52.50%,A,A4
52.50%,A,A4
52.50%,A,A5
52.50%,B,B1
52.50%,B,B1
52.50%,B,B1
52.50%,B,B2
52.50%,B,B2
52.50%,B,B2
52.50%,B,B3
52.50%,B,B4
52.50%,B,B4
52.50%,B,B4
52.50%,B,B5
52.50%,C,C1
52.50%,C,C1
52.50%,C,C1
52.50%,C,C1
52.50%,C,C1
52.50%,C,C2
52.50%,C,C2
52.50%,C,C2
52.50%,C,C2
52.50%,C,C3
52.50%,C,C4
52.50%,D,D4
52.50%,D,D5
52.50%,F,F1
52.50%,F,F2
52.60%,A,A3
52.60%,A,A3
52.60%,A,A4
52.60%,A,A4
52.60%,A,A4
52.60%,A,A5
52.60%,B,B2
52.60%,B,B2
52.60%,B,B2
52.60%,B,B3
52.60%,B,B3
52.60%,B,B3
52.60%,B,B3
52.60%,B,B3
52.60%,B,B4
52.60%,B,B4
52.60%,B,B4
52.60%,B,B4
52.60%,B,B5
52.60%,B,B5
52.60%,B,B5
52.60%,B,B5
52.60%,B,B5
52.60%,C,C2
52.60%,C,C4
52.60%,C,C4
52.60%,C,C4
52.60%,C,C5
52.60%,C,C5
52.60%,C,C5
52.60%,D,D1
52.60%,D,D1
52.60%,D,D2
52.60%,D,D3
52.60%,D,D3
52.60%,D,D5
52.60%,E,E1
52.60%,E,E1
52.60%,E,E2
52.60%,E,E4
52.60%,E,E5
52.70%,A,A2
52.70%,A,A3
52.70%,A,A4
52.70%,A,A4
52.70%,A,A4
52.70%,A,A4
52.70%,A,A5
52.70%,A,A5
52.70%,B,B1
52.70%,B,B1
52.70%,B,B1
52.70%,B,B2
52.70%,B,B2
52.70%,B,B2
52.70%,B,B2
52.70%,B,B3
52.70%,B,B3
52.70%,B,B3
52.70%,B,B3
52.70%,B,B3
52.70%,B,B3
52.70%,B,B4
52.70%,B,B4
52.70%,B,B4
52.70%,B,B5
52.70%,C,C1
52.70%,C,C1
52.70%,C,C1
52.70%,C,C2
52.70%,C,C2
52.70%,C,C2
52.70%,C,C3
52.70%,C,C4
52.70%,C,C4
52.70%,C,C4
52.70%,D,D1
52.70%,D,D1
52.70%,D,D2
52.70%,D,D2
52.70%,D,D5
52.70%,D,D5
52.70%,E,E1
52.70%,F,F3
52.80%,A,A3
52.80%,A,A4
52.80%,A,A4
52.80%,A,A4
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,A,A5
52.80%,B,B1
52.80%,B,B1
52.80%,B,B2
52.80%,B,B2
52.80%,B,B4
52.80%,B,B5
52.80%,B,B5
52.80%,B,B5
52.80%,C,C1
52.80%,C,C2
52.80%,C,C2
52.80%,C,C4
52.80%,C,C4
52.80%,D,D1
52.80%,D,D4
52.80%,D,D4
52.80%,E,E3
52.80%,E,E4
52.80%,E,E4
52.80%,F,F1
52.80%,F,F1
52.80%,F,F4
52.90%,A,A2
52.90%,A,A3
52.90%,A,A3
52.90%,A,A3
52.90%,A,A4
52.90%,A,A4
52.90%,A,A4
52.90%,A,A5
52.90%,A,A5
52.90%,B,B1
52.90%,B,B1
52.90%,B,B2
52.90%,B,B2
52.90%,B,B2
52.90%,B,B2
52.90%,B,B3
52.90%,B,B3
52.90%,B,B3
52.90%,B,B3
52.90%,B,B3
52.90%,B,B4
52.90%,B,B5
52.90%,C,C1
52.90%,C,C1
52.90%,C,C3
52.90%,C,C3
52.90%,C,C5
52.90%,C,C5
52.90%,C,C5
52.90%,D,D1
52.90%,D,D1
52.90%,D,D2
52.90%,D,D2
52.90%,D,D5
52.90%,E,E5
52.90%,E,E5
52.90%,G,G4
53%,A,A4
53%,A,A5
53%,A,A5
53%,A,A5
53%,B,B1
53%,B,B1
53%,B,B1
53%,B,B2
53%,B,B3
53%,B,B3
53%,B,B3
53%,B,B3
53%,B,B3
53%,B,B3
53%,B,B3
53%,B,B4
53%,B,B4
53%,B,B5
53%,B,B5
53%,B,B5
53%,C,C1
53%,C,C1
53%,C,C1
53%,C,C2
53%,C,C2
53%,C,C2
53%,C,C3
53%,C,C3
53%,C,C3
53%,C,C4
53%,C,C4
53%,C,C5
53%,D,D1
53%,D,D2
53%,D,D2
53%,D,D3
53%,D,D3
53%,D,D4
53%,D,D4
53%,E,E1
53%,E,E1
53%,F,F3
53%,F,F5
53.10%,A,A4
53.10%,A,A4
53.10%,A,A4
53.10%,A,A5
53.10%,A,A5
53.10%,B,B1
53.10%,B,B1
53.10%,B,B2
53.10%,B,B2
53.10%,B,B3
53.10%,B,B3
53.10%,B,B3
53.10%,B,B3
53.10%,B,B4
53.10%,B,B4
53.10%,B,B4
53.10%,B,B4
53.10%,B,B4
53.10%,B,B5
53.10%,B,B5
53.10%,B,B5
53.10%,C,C1
53.10%,C,C1
53.10%,C,C2
53.10%,C,C2
53.10%,C,C3
53.10%,C,C5
53.10%,C,C5
53.10%,D,D2
53.10%,D,D2
53.10%,D,D4
53.10%,D,D4
53.10%,D,D5
53.10%,E,E1
53.10%,E,E5
53.10%,F,F4
53.20%,A,A1
53.20%,A,A3
53.20%,A,A3
53.20%,A,A4
53.20%,A,A4
53.20%,A,A4
53.20%,A,A5
53.20%,B,B1
53.20%,B,B4
53.20%,B,B4
53.20%,B,B5
53.20%,B,B5
53.20%,B,B5
53.20%,B,B5
53.20%,B,B5
53.20%,C,C1
53.20%,C,C1
53.20%,C,C1
53.20%,C,C1
53.20%,C,C2
53.20%,C,C2
53.20%,C,C2
53.20%,C,C2
53.20%,C,C3
53.20%,C,C4
53.20%,C,C5
53.20%,D,D2
53.20%,D,D2
53.20%,E,E2
53.20%,F,F1
53.30%,A,A4
53.30%,A,A4
53.30%,A,A4
53.30%,A,A5
53.30%,A,A5
53.30%,A,A5
53.30%,A,A5
53.30%,B,B1
53.30%,B,B1
53.30%,B,B2
53.30%,B,B2
53.30%,B,B3
53.30%,B,B3
53.30%,B,B3
53.30%,B,B3
53.30%,B,B3
53.30%,B,B4
53.30%,B,B4
53.30%,B,B5
53.30%,B,B5
53.30%,B,B5
53.30%,B,B5
53.30%,B,B5
53.30%,C,C1
53.30%,C,C1
53.30%,C,C1
53.30%,C,C3
53.30%,C,C5
53.30%,C,C5
53.30%,D,D1
53.30%,D,D3
53.30%,D,D4
53.30%,D,D4
53.30%,D,D5
53.30%,E,E1
53.30%,E,E2
53.30%,E,E2
53.30%,E,E4
53.30%,F,F1
53.40%,A,A3
53.40%,A,A3
53.40%,A,A4
53.40%,A,A4
53.40%,A,A5
53.40%,A,A5
53.40%,A,A5
53.40%,B,B1
53.40%,B,B2
53.40%,B,B2
53.40%,B,B3
53.40%,B,B4
53.40%,B,B4
53.40%,B,B4
53.40%,B,B4
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,B,B5
53.40%,C,C1
53.40%,C,C1
53.40%,C,C2
53.40%,C,C2
53.40%,C,C3
53.40%,C,C4
53.40%,C,C5
53.40%,C,C5
53.40%,D,D2
53.40%,D,D2
53.40%,D,D4
53.40%,E,E2
53.40%,E,E3
53.40%,E,E3
53.50%,A,A2
53.50%,A,A2
53.50%,A,A3
53.50%,A,A4
53.50%,A,A4
53.50%,A,A4
53.50%,A,A5
53.50%,A,A5
53.50%,B,B2
53.50%,B,B2
53.50%,B,B2
53.50%,B,B2
53.50%,B,B3
53.50%,B,B3
53.50%,B,B3
53.50%,B,B3
53.50%,B,B3
53.50%,B,B3
53.50%,B,B3
53.50%,B,B4
53.50%,B,B4
53.50%,B,B5
53.50%,B,B5
53.50%,B,B5
53.50%,B,B5
53.50%,C,C1
53.50%,C,C1
53.50%,C,C2
53.50%,C,C2
53.50%,C,C2
53.50%,C,C4
53.50%,C,C4
53.50%,D,D1
53.50%,D,D1
53.50%,D,D1
53.50%,D,D1
53.50%,D,D2
53.50%,D,D4
53.50%,E,E1
53.50%,E,E1
53.50%,F,F2
53.60%,A,A1
53.60%,A,A2
53.60%,A,A2
53.60%,A,A3
53.60%,A,A3
53.60%,A,A4
53.60%,A,A5
53.60%,A,A5
53.60%,B,B1
53.60%,B,B2
53.60%,B,B2
53.60%,B,B3
53.60%,B,B3
53.60%,B,B3
53.60%,B,B3
53.60%,B,B4
53.60%,B,B4
53.60%,B,B4
53.60%,B,B4
53.60%,B,B4
